Wall time,Step,Value
1546504995.0878723,0,0.6934665441513062
1546505028.8810496,1,0.6853751540184021
1546505064.122409,2,0.6193698644638062
1546505095.499121,3,0.5440978407859802
1546505128.708139,4,0.4955124258995056
1546505166.3539762,5,0.45583710074424744
1546505205.2007606,6,0.42816370725631714
1546505243.2058434,7,0.4007005989551544
1546505280.459409,8,0.3772498369216919
1546505314.202634,9,0.35154587030410767
