Wall time,Step,Value
1546504995.0878723,0,0.5076737999916077
1546505028.8810496,1,0.5426068305969238
1546505064.122409,2,0.6560531258583069
1546505095.499121,3,0.724945604801178
1546505128.7091386,4,0.7569007277488708
1546505166.3539762,5,0.7849616408348083
1546505205.2007606,6,0.7966441512107849
1546505243.2058434,7,0.8166876435279846
1546505280.459409,8,0.8298018574714661
1546505314.202634,9,0.8445767760276794
